Boko Haram kills at least 60 in overnight attack on Nigerian village,0
Bolivia set to elect first non-left wing president in two decades,0
Bollywood stars fight for personality rights amid deepfake surge,0
Bollywood superstar Shah Rukh Khan enters the billionaire club,0
Bolsonaro's son praises Trump's tariff hike on Brazil,0
Bonmati's journey from hospital bed to record third Ballon d'Or,0
Boom time for Scottish shipbuilding - thanks to Putin,0
"Born in India, but not Indian: 'Stateless' man fights for citizenship",0
"Bosch to cut 13,000 jobs to save billions in costs",0
Boss jailed for 15 years over deadly fire at S Korea battery plant,1
Boss of degrading sex-trade ring in Dubai's glamour districts unmasked by BBC,0
Botswana declares national public health emergency,0
"Boxing boots, Yoruba festivals and trombones: Africa's top shots",0
"Boy, 3, pulled from funicular crash that has shocked Portugal",0
BP to review oil and gas projects to boost profits,0
Brady questioning my work ethic was very unfair - Rooney,1
Brave complete comfortable win against Phoenix in men's Hundred,0
Breakthrough in hunt for 'college age' suspect in Charlie Kirk shooting,0
Brendan Carr's emboldened FCC takes on Trump's media foes,0
Bridgerton actress agoraphobic after phone attack,0
Bridgerton actress speaks of phone theft trauma,0
"Bridgerton isn't a romance, it's a workplace drama - Shonda Rhimes",1
Brighton could be next 'silicon valley' of gaming,0
Brilliant Anisimova gains revenge on Swiatek,0
"Bring sick and injured children to UK from Gaza immediately, MPs say",0
British backpacker pleads guilty to killing man while drunk on e-scooter,0
British couple freed after months in Taliban prison,0
British couple held by Taliban arrive in UK after release,0
British couple reunited with daughter after months held by Taliban,0
British-Egyptian activist reunited with family after release from prison,0
British man accused of trying to drown daughter-in-law in US pool,0
British man who perished in Antarctic glacier found 65 years later,0
British theatre director and lecturer killed in Lisbon crash,0
British woman stabbed to death in Cambodia,0
Brit who is world's oldest living person turns 116,0
"'Broken promises' - what's going on with Isak, Newcastle and Liverpool?",1
"Brothers set new record for 9,000-mile Pacific row",0
Brown bear heavyweight Chunk wins Fat Bear Week despite injury,0
Bruce Willis's wife says he's in great health but brain failing,0
Brussels considers recruiting ferrets to tackle rat population,0
BTS deny involvement in Michael Jackson tribute album,0
Buddhist monk arrested for alleged embezzlement in Thailand,0
Building's hard problem: Can concrete go green?,0
Burkina Faso scraps visa fees for African travellers,0
BYD shares slide as China's EV price war hits profits,0
"Cable snapped before Lisbon funicular crash, investigators say",0
Cacio e pepe: Good Food pasta recipe sparks fury in Italy,0
Caffeine pouch craze: A teenage trend troubling some experts,0
California bans most law enforcement including ICE from wearing masks,0
California governor unveils voting lines plan to counter Texas Republicans,0
Cambridge United to use AI for player contracts,0
"Camilla fought off attacker with shoe as teenager, book says",0
Can a city come back from overtourism?,0
Canada and Mexico agree to deepen ties amid Trump trade war,0
Canada bank employee charged with accessing PM Mark Carney's account,0
Canada Post is on strike. What this means for your mail,1
Canada's conservative leader faces crucial election test,0
Canada's Conservative leader projected to win Parliament seat,0
Canada's first lunar rover looks to future space exploration,0
Canada's QAnon 'queen' arrested in Saskatchewan village,0
Canada's remote islands few travellers reach,0
"Canada's top court halts execution of nearly 400 ostriches, for now",0
"Canada's top court stays execution of nearly 400 ostriches, for now",0
Canada to drop some of its retaliatory tariffs on the US,1
Canadian luxury retailer SSENSE to file for bankruptcy protection,0
Canadian province faces pushback after banning entry to woods over wildfire fears,0
Canadian writer Robert Munsch approved for assisted dying,0
Can anyone become an influencer? Three people with zero followers find out,1
Can boomers decipher zoomer slang?,0
Can Cornwall’s coast survive the tourist boom?,0
Canelo v Crawford - the defining battle for legacy,0
Can India retaliate against Trump's 50% tariffs?,0
Caning and fines for those caught in Singapore drug vape crackdown,0
Can set-piece coach get Newcastle's giants firing again?,0
Can the UK expand airports and still hit climate targets?,0
Can Trump really ban mail-in voting?,0
Can you be sued for defaming virtual K-pop stars? South Korea court says yes,0
Can you catch diseases from toilet seats?,1
Cape Verde declares state of emergency after deadly floods,0
Cardi B denies scratching and spitting on security guard,0
Carney pushes for 'Buy Canadian' policy and pauses EV targets for 2026,0
Carol Kirkwood: Why weather forecasters (like me) often appear to get it wrong,1
Cases of flesh-eating screwworm on the rise in Mexico,0
Cassie Ventura says she fears for her safety ahead of Diddy sentencing,1
Cats develop dementia in a similar way to humans,1
Celtic and Rangers learn potential Champions League play-off round opponents,0
Centimetre by centimetre - how Duplantis became a world star,0
Centurion Brook falls with England needing 73 to beat India in fifth Test,1
CEO who snatched boy's hat at US Open says he made 'huge mistake',0
"Champions League reaction: Liverpool lose, Mourinho's return and Spurs fightback",0
Chaos & controversy - Rashford's first two weeks inside Barca soap opera,0
Chappell Roan slays Reading Festival with fairytale-themed set,0
"Charges against Brazil's Bolsonaro are political, says lawyer",0
Charlie Kirk: Conservative influencer who rallied a youth movement,0
Charlie Kirk memorial service set to take place in Arizona stadium,0
Charlie Kirk's suspected killer brought into custody after confessing to father,0
"Charlie Kirk suspect confessed in hidden note to roommate, prosecutors allege",0
"Charlie Kirk suspect linked to crime scene by DNA, says FBI chief",0
"Charlie Kirk, the conservative influencer who became the voice of Maga youth",0
Charli XCX shines in quirky film debut,0
ChatGPT to tell parents when their child is in 'acute distress',1
Chef Asma Khan's guide to London's best Indian food,1
Chelsea agree to let striker Jackson leave club,0
Chelsea's £250m attack misfires - is Club World Cup to blame?,0
Chess grandmaster Carlsen wins at Esports World Cup,0
Chicago mayor signs order to resist potential Trump crackdown,0
Children at risk of identity theft and fraud from 'sharenting',0
"Children's names, pictures and addresses stolen in nursery chain hack",0
Child sex abuse victim begs Elon Musk to remove links to her images,1
Chile rescuers find body of last trapped miner - five confirmed dead,0
"Chimps drinking a lager a day in ripe fruit, study finds",0
China accuses Nvidia of violating anti-monopoly laws,0
"China and India should be partners, not adversaries, says foreign minister Wang Yi",0
China is calling a TikTok deal a win. What's in it for them?,0
China launches campaign to keep killjoys off the internet,0
China makes landmark pledge to cut its climate emissions,0
China rams own warship while chasing Philippine vessel,0
"China reports 7,000 cases of chikungunya virus",0
China's navy is expanding at breakneck speed - and catching up with the US,0
China's unemployed young adults who are pretending to have jobs,0
China's Xi touts unity and development in surprise Tibet visit,0
Chinese-linked mining firms sued over 'ecological catastrophe' in Zambia,0
Chinese man jailed in US for sending weapons to North Korea,0
Chinese nationals charged with exporting Nvidia AI chips to China,0
Chinese property giant Evergrande delisted after spectacular fall,0
"Chinese teens to pay $300,000 for urinating in soup",0
"Chinese university students told to spy on classmates, report says",0
Chinese woman convicted after 'world's biggest' bitcoin seizure,1
Chloe Malle to become top editor at American Vogue,0
"Claire's falls into administration with 2,150 jobs at risk",0
Clarke 'already looking ahead' after solid start,0
'Clean sheet mentality' - pragmatism proving key for Tottenham,0
Climate change is rewriting the rules of peak travel season,0
Climate change pushing winemakers to blend wines from different years,0
Clintons subpoenaed to testify in congressional Epstein investigation,0
Coldplay get giddy as they smash Wembley Stadium record,0
Collagen supplements: Do they really work?,0
Colombian Senator Miguel Uribe dies two months after being shot,0
Colombia's president calls US attacks on alleged drug boats 'act of tyranny',0
Columbia University student among five dead in New York bus crash,0
Comey indictment escalates Trump's promise of political retribution,0
"Commons open to espionage after China spying charges dropped, says speaker",0
Commuter creates app to monitor foot tunnel lifts,0
Compassion v fear: Delhi divided over feeding stray dogs,0
Computer science graduates in UK struggle to secure their first jobs,0
Confusion and anger in Switzerland - hit by highest tariffs in Europe,0
Controversial church leader denies bribing ex-South Korea first lady,0
Convicted rapist fighting to remain in parliament in Australia,0
Convicted rapist quits Australian parliament after losing legal bid to stay,0
Cook to sue Trump over order to fire her from Federal Reserve,1
Cooper defends Palestine Action ban again as 60 more face charges,1
Copenhagen and Oslo airports forced to close temporarily due to drone sightings,0
Corporate earnings soothe investors' worries - 6 Aug 2025,0
Costa Rica's nine-course meal in the sky,0
Cost of weight-loss drug Mounjaro could rise significantly,0
Could brilliant Bethell give England Ashes conundrum?,0
Could fungi control your brain?,1
Could RFK Jr's move to pull mRNA vaccine funding be a huge miscalculation?,0
Could shorter courses of antibiotics treat sepsis?,0
Could the US interest rate cut boost the housing market?,0
Could US government ban apps which track ICE agents?,0
Council abandons IT project after years of delays,0
Countries gather to thrash out deal on 'plastic crisis',0
"County Championship day four - Notts stumble in run chase, radio & text",0
Court documents shed new light on UK-Apple row over user data,0
Court hears mushroom murderer's alleged attempts to kill husband,0
Courts service 'covered up' IT bug that caused evidence to go missing,0
Covid cases rising with new variants Nimbus and Stratus,0
'Crawford conquers Canelo to become the face of boxing',0
Creatine: Can this muscle-building supplement help boost my brain?,0
Creator of Charli XCX Apple dance settles Roblox lawsuit,0
Criminals cash in on TikTok Labubu trend with dangerous fakes,0
Crocs shares slump as US shoppers rein in spending,0
Crowds cheer 100th annual wild pony swim,0
'Cryptocrash king' Do Kwon pleads guilty to fraud,0
Crypto scam fugitive caught after littering in Seoul,0
Cut and bulk: Teenagers explain why they want to get ripped,1
Dad and son's £1m steroid lab undone by dodgy dog grooming shop,0
Dad with cerebral palsy shares parenting hacks,0
Daily weight loss pill could help patients lose 12% of body weight,0
"Dallas shooter intended target to be ICE not detainees, officials say",0
Dame Jane Goodall revolutionised our understanding of our closest primate cousins,1
Dances With Wolves star Graham Greene dies aged 73,0
Danish zoo asks for unwanted pets to feed its predators,1
Darth Vader's lightsaber sells for £2.7m at auction,0
Data centres to be expanded across UK as concerns mount,0
Dates for next Glastonbury Festival announced,0
"Dating apps, booze and clubbing - Jane Austen's Emma comes into the 21st Century",0
David Bowie’s secret final project discovered locked in his study,0
David Gandy: 'Britain produces some of the greatest models. We want to keep it that way',1
Day of delays at Heathrow after cyber-attack brings disruption,0
DC police chief retains command after deal with Trump administration,0
"DC-style crackdown on crime coming to Memphis, Tennessee, Trump says",0
"Deal is done to keep TikTok in the US, says Trump",0
Death penalty for Indian man who burnt alive wife over skin colour,0
"Debt, delays & desperation - how Sheff Wed crisis impacts fans",0
"Decoding Sunflowers, Van Gogh's masterpiece",0
Defiant nuns flee care home for their abandoned convent in the Alps,1
Delhi given eight weeks to round up hundreds of thousands of stray dogs,0
Delhi's toxic air is turning iconic Red Fort black - study,0
Delta and United sued for selling 'window seats' without windows,0
Democratic New York governor endorses Zohran Mamdani for NYC mayor,0
Democrats flee Texas to block Republican redistricting map backed by Trump,0
Denmark loses £1.4bn tax fraud claim in UK court case,0
Deported from the US to Ghana then 'dumped' at the border: Nigerian man speaks out,1
Derelict fortress transformed into £3m party island,0
"Despite Trump's peace calls, Russian attacks on Ukraine double since inauguration",0
Destined for greatness - why Donald's Europe are set to win Ryder Cup,0
Diamond-rich Botswana declares national public health emergency,0
Diaz & Kane help Bayern win German Super Cup,0
Did Taylor Swift's Cardiff show drop major new album clues?,0
Difficult for Isak to stay at Newcastle - Rooney,0
'Difficult to explain' - Juve 4-4 Dortmund after remarkable second half,0
Disabled TikToker shows she is 'normal teen girl',1
"Disfigured, shamed and forgotten: BBC visits the Korean survivors of the Hiroshima bomb",0
"Dismissed as a joke, UK's first rice crop ripe for picking after hot summer",0
Doctor penalised for calling mushroom murderer 'disturbed sociopath',0
Does Israel face a 'South Africa moment' over Gaza?,0
Does Notre-Dame still sound the same?,0
Does the US president have the power to sack a Federal Reserve governor?,0
Dolly Parton postpones shows over 'health challenges',0
Donald Trump's second UK state visit: Here's what we know,0
Donald Trump's UK state visit is this week - here's what we know,0
"Do you feel lucky, plank? Meet the new 'bulletproof' wood",1
Do you need to drink electrolytes to stay hydrated?,1
Dozens dead in flash floods on popular Himalayas pilgrimage route,0
"Dozens feared dead in Indonesia school collapse, officials say",0
Dozens feared trapped as cloudburst triggers flash floods in India,0
Dozens of Afghan deportees from Iran killed in bus crash,0
"Dozens of Malian soldiers arrested over alleged coup plot against junta, sources say",0
Dozens of migrants die in boat capsize off Yemen,0
Draper 'almost happy' to drop a set on US Open return,0
"DR Congo rebels killed 140 civilians despite peace process, rights group says",0
Drinks that make you chill - do they really do what it says on the tin?,1
Drones and metal detectors: Why securing outdoor events is challenging,0
Drones join battle against eight-toothed beetle threatening forests,0
"Drone strike on Sudan mosque kills 78, medic tells BBC",0
Dr Xand: Stress is normal. Here's how to manage it better,1
Dua Lipa denies firing agent over pro-Israel views,0
Dua Lipa granted Kosovo citizenship,0
Duchess of York called Epstein 'supreme friend' in 2011 email,0
Duchess of York dropped from charity over Epstein email,0
"Duped of millions in 'digital arrest', Indian woman seeks answers from banks",0
Dutch police clash with anti-immigration protesters,0
Dwayne Johnson: I was pigeon-holed as blockbuster star,0
Eala 'in the mood for more' after historic US Open win,0
Earth has now passed peak farmland. What's next?,0
EasyJet pilot suspended after 'drunk and naked' incident,0
EasyJet planes clip wings at Manchester Airport,0
'Eating disorder misdiagnosis left me with PTSD',0
Ebola outbreak kills 15 in DR Congo,0
"Ecuador president's aid convoy attacked, officials say",0
Ederson leaves Man City to join Fenerbahce,0
Edinburgh Zoo warns of problems importing rhinos and elephants,0
Ed Sheeran's Play: Can the pop star reclaim his crown?,0
Ed Sheeran surprises fans with performance at Irish pub,0
"EFL Cup reaction & draw: Arsenal, Man City, Spurs & Newcastle through to fourth round",0
"Egypt says 3,000-year-old bracelet was stolen and melted down",0
Eight cooling foods to beat the heat in Japan,0
Eight-hour traffic jams in Delhi suburb as rains wreak havoc,0
Eight simple steps to help you live longer,1
'Ekitike is instant Anfield hero but defence brutally exposed',0
El Clasico: The beautiful game in a city of resistance,0
Electric aviation awaits a battery breakthrough,0
Electric New York energy reignites etiquette debate,0
Eleven domestic workers arrested over illegal abortions in Hong Kong,0
"Eleven more die from malnutrition in Gaza, Hamas-run health ministry says",0
Elon Musk and X reach settlement with axed Twitter workers,0
Elon Musk's AI accused of making explicit AI Taylor Swift videos,0
Emily Blunt among Hollywood stars outraged over 'AI actor' Tilly Norwood,0
Emily in Paris assistant director dies 'suddenly' during filming,0
Emma Heming Willis talks about husband Bruce's diagnosis and care,0
Emma Stone dazzles Venice with alien kidnap drama,0
Emma Watson says she still loves JK Rowling despite rift over trans views,0
Emmett Till lynching records unveil government response,0
Emmy Awards 2025: The winners and nominations in full,0
Emotional Williams impresses in defeat on US Open return,0
'Energised' Lyles makes happier Tokyo memories after heartbreak,0
Energy drinks to be banned for under-16s in England,0
England beaten to lose South Africa ODI series,0
England expands police use of facial recognition vans,0
England fumble trump card to offer hope to rivals,0
England need 11 to win after Atkinson six; Woakes batting in sling,1
England's appetite for destruction undimmed by thrashing of USA,0
Entire church begins two-day journey across Swedish city,0
Epstein accusers say they are compiling list of his associates,0
Eric Adams ends re-election bid for New York City mayor,0
Erik Menendez denied parole three decades after killing his parents in LA,0
Erin rapidly intensifies to category five hurricane,0
'Erotic' Wuthering Heights revealed in film's first trailer,0
"Error leaves 55,000 diabetes patients needing new tests",0
Ethiopia outfoxes Egypt over the Nile's waters with its mighty dam,1
EU chief von der Leyen's plane hit by suspected Russian GPS jamming,0
Europa and Conference League: Crystal Palace face Dynamo Kyiv,0
Europa League build-up & Aston Villa news conference,0
"Europa League: Tierney, Donovan & Bernardo start for Celtic against Sporting Braga",0
European leaders meet in high-security Danish summit after drone disruption,0
European leaders outraged after Russian strikes kill 23 and damage EU's HQ,0
Europe 'fuelled by something money can’t buy' - Donald,0
EU sends wildfire help to Spain as death toll rises,0
EU to send wildfire help to Spain as death toll rises,0
Evacuations in Alaska after glacial melt raises fears of record flooding,0
Evergrande: Why should I care about the crisis-hit Chinese property giant?,0
'Everyone hit the deck and scattered': Witnesses describe moment of Utah shooting,0
Evidence app 'could help domestic abuse victims',0
Ex-Australian senator wins defamation case against Brittany Higgins,0
Explaining how a touchscreen works with a sausage,1
